president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,Adults,10/4/2021,9/2/2021,9/6/2021,Morning Consult,B,2200,a,.11176985,.00265217,48,46,46.519281,48.047543,"","",https://pac.org/public-affairs-pulse-survey-2021,76605,146059,10/4/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/2/2021,9/6/2021,Morning Consult,B,2200,a,.11176985,.00265217,50,44,48.519281,46.047543,"","",https://morningconsult.com/2021/09/13/data-privacy-security-gunshot-detection-technology-poll/,76099,145015,9/13/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/1/2021,9/7/2021,Morning Consult,B,15000,a,.10886673,.00258328,46,45,44.519281,47.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75944,144833,9/9/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/2/2021,9/8/2021,Morning Consult,B,15000,a,.10863031,.0032401,47,45,45.519281,47.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76316,145393,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/4/2021,9/5/2021,Redfield & Wilton Strategies,B/C,1500,a,1.0815866,.05052415,46,36,45.862203,41.163799,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-4-5-september/,75949,144843,9/9/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/4/2021,9/7/2021,YouGov,B+,1500,a,.71862779,.03081644,39,50,40.398738,49.327638,"","",https://docs.cdn.yougov.com/hlzpfslijb/econTabReport.pdf,75921,144784,9/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/3/2021,9/9/2021,Morning Consult,B,15000,a,.10803012,.00390407,47,45,45.519281,47.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76317,145394,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/4/2021,9/10/2021,Morning Consult,B,15000,a,.10749725,.00457663,47,45,45.519281,47.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76318,145395,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/5/2021,9/11/2021,Morning Consult,B,15000,a,.10569595,.00525929,47,45,45.519281,47.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76319,145396,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/7/2021,9/8/2021,Echelon Insights,B/C,1000,a,1.2280452,.1056383,48,46,47.217118,46.632417,"","",https://policyexchange.org.uk/news/new-poll-america-believes-in-special-relationship-more-than-britain/,76413,145566,9/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/6/2021,9/9/2021,YouGov,B+,2011,a,.94111018,.05582829,50,50,51.398738,49.327638,"","",https://www.cbsnews.com/news/911-success-against-terrorism-threats-remain-opinion-poll/,76097,145008,9/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/1/2021,9/17/2021,Gallup,B+,1005,a,1.5299101,.14700091,43,53,42.487676,51.410648,"","",https://news.gallup.com/poll/354872/biden-approval-rating-hits-new-low-harris.aspx,76409,145546,9/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/6/2021,9/12/2021,Morning Consult,B,15000,a,.1034369,.00594943,47,45,45.519281,47.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76320,145397,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/8/2021,9/9/2021,Ipsos,B-,1005,a,.65102314,.03724393,47,46,45.7689,45.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-09/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2009%2009%202021.pdf,75983,144883,9/9/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/7/2021,9/13/2021,Morning Consult,B,15000,a,.10139001,.00665186,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76321,145398,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/10/2021,9/12/2021,Morning Consult,B,2200,a,.10219242,.00892521,48,46.5,46.519281,48.547543,*,"",https://morningconsult.com/2021/09/16/texas-abortion-law-brands-poll/,76347,145453,9/20/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/9/2021,9/13/2021,Monmouth University,A,802,a,1.5198295,.20388905,46,46,46.421189,45.437825,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_091621.pdf/,76327,145405,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/8/2021,9/14/2021,Morning Consult,B,15000,a,.09953807,.00869338,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76322,145399,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/9/2021,9/15/2021,Morning Consult,B,15000,a,.09835936,.01074524,46,46,44.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76418,145581,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/11/2021,9/13/2021,Morning Consult,B,2200,a,.10098227,.01103178,49,45,47.519281,47.047543,"","",https://morningconsult.com/2021/09/13/white-house-covid-vaccination-mandates-poll/,76104,145031,9/13/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/10/2021,9/13/2021,Quinnipiac University,A-,1210,a,1.8043525,.2901007,42,50,44.20279,49.114627,"","",https://poll.qu.edu/poll-release?releaseid=3819,76281,145322,9/14/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/7/2021,9/16/2021,Marquette Law School,A/B,1411,a,2.5229419,.40563428,48,52,46.388573,51.205939,"","",https://law.marquette.edu/poll/wp-content/uploads/2021/09/MLSPSC04Toplines.html#B1:_Biden_approval,76425,145588,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/10/2021,9/13/2021,Morning Consult,B,4400,a,.20196455,.02206356,48,46,46.519281,48.047543,"","",https://morningconsult.com/2021/09/13/companies-ignore-bidens-vaccine-mandate-brands/,76106,145033,9/13/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/10/2021,9/13/2021,Léger,B/C,1002,a,.87474291,.11516445,48,50,47.941893,49.33326,"","",https://projects.fivethirtyeight.com/polls/20210913_US_Leger.pdf,76120,145060,9/13/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/12/2021,9/14/2021,YouGov,B+,1500,a,.7009944,.10313835,44,48,45.398738,47.327638,"","",https://docs.cdn.yougov.com/hlzpfslijb/econTabReport.pdf,76284,145336,9/15/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/10/2021,9/16/2021,Morning Consult,B,15000,a,.09880292,.0128831,46,46,44.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76419,145582,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/11/2021,9/17/2021,Morning Consult,B,15000,a,.09897471,.01505031,46,46,44.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76420,145583,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/12/2021,9/18/2021,Morning Consult,B,15000,a,.09785231,.01726108,46,46,44.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76421,145584,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/13/2021,9/16/2021,Morning Consult,B,2200,a,.1004617,.01772138,51,44,49.519281,46.047543,"","",https://morningconsult.com/2021/09/22/sports-fans-cryptocurrency-poll/,76408,145542,9/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/14/2021,9/18/2021,Morning Consult,B,2200,a,.09957516,.02008529,49,46,47.519281,48.047543,"","",https://morningconsult.com/2021/09/21/met-gala-purpose-polling/,76364,145475,9/21/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/15/2021,9/16/2021,Ipsos,B-,1005,a,.69330491,.14922102,44,50,42.7689,49.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-09/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2009%2016%202021.pdf,76329,145413,9/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/13/2021,9/19/2021,Morning Consult,B,15000,a,.09698879,.01956359,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76422,145585,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/13/2021,9/19/2021,Pew Research Center,B/C,10371,a,3.1627879,.84535346,44,53,43.177433,51.610314,"","",https://www.pewresearch.org/politics/2021/09/23/biden-loses-ground-with-the-public-on-issues-personal-traits-and-job-approval/,76459,145641,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/14/2021,9/20/2021,YouGov,B+,3201,a,1.5391363,.3769129,45,50,46.398738,49.327638,"","",https://docs.cdn.yougov.com/122f0nkweu/20210920_yahoo_vaccine_tabs.pdf,76415,145571,9/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/14/2021,9/20/2021,Morning Consult,B,15000,a,.09700568,.02199378,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76423,145586,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/15/2021,9/21/2021,Morning Consult,B,15000,a,.09704545,.02449648,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76424,145587,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/16/2021,9/20/2021,Morning Consult,B,4400,a,.19926665,.05029945,46,48,44.519281,50.047543,"","",https://morningconsult.com/2021/09/23/pga-tour-golfers-popularity-poll/,76462,145647,9/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/17/2021,9/20/2021,American Research Group,C+,1100,a,1.107823,.38458985,50,46,48.285894,46.736414,"","",https://americanresearchgroup.com/economy/,76367,145485,9/21/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/17/2021,9/20/2021,Morning Consult,B,2200,a,.10104666,.02795994,49,44,47.519281,46.047543,"","",https://morningconsult.com/2021/09/27/voting-rights-elections-polling/,76471,145674,9/27/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/17/2021,9/21/2021,Morning Consult,B,2200,a,.10104666,.02795994,49,46,47.519281,48.047543,"","",https://morningconsult.com/2021/09/27/supply-chain-disruptions-limit-consumer-spending/,76469,145669,9/27/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/16/2021,9/22/2021,Morning Consult,B,15000,a,.09842207,.0272337,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76547,145971,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/19/2021,9/20/2021,Redfield & Wilton Strategies,B/C,1500,a,1.0815866,.36978018,45,34,44.862203,39.163799,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-19-20-september/,76445,145624,9/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/17/2021,9/23/2021,Morning Consult,B,15000,a,.10120859,.03027393,47,46,45.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76548,145972,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/18/2021,9/21/2021,YouGov,B+,1500,a,.8015581,.25020985,43,46,44.398738,45.327638,"","",https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76410,145550,9/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/18/2021,9/24/2021,Morning Consult,B,15000,a,.10444449,.03787899,46,46,44.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76549,145973,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/19/2021,9/25/2021,Morning Consult,B,15000,a,.10815678,.04604512,46,46,44.519281,48.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76550,145974,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/20/2021,9/26/2021,Morning Consult,B,15000,a,.11216061,.05484124,46,47,44.519281,49.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76551,145975,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/22/2021,9/23/2021,Ipsos,B-,1005,a,.73195272,.36966467,44,51,42.7689,50.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-09/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2009%2023%202021.pdf,76460,145644,9/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/20/2021,9/26/2021,Marist College,A,1220,a,2.0574265,1.1139046,45,46,45.996901,44.829053,"","",https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_PLCV_202109271420.pdf,76556,145980,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/21/2021,9/27/2021,Morning Consult,B,15000,a,.11594466,.06414235,45,47,43.519281,49.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76552,145976,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/23/2021,9/25/2021,Morning Consult,B,2200,a,.11903652,.06585281,47,49,45.519281,51.047543,"","",https://morningconsult.com/2021/09/30/natural-disasters-trend-polling-2021/,76554,145978,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/23/2021,9/27/2021,AP-NORC,"",1099,a,1.4869647,.97905857,50,49,46.436634,48.428912,"","",https://apnorc.org/projects/bidens-job-approval-on-the-decline-among-several-groups/,76581,146018,10/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/24/2021,9/26/2021,Léger,B/C,1001,a,.95527881,.61085896,46,52,45.941893,51.33326,"","",https://projects.fivethirtyeight.com/polls/20211003_US_Leger.pdf,76604,146054,10/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/22/2021,9/28/2021,Morning Consult,B,15000,a,.84821245,.52291824,45,47,43.519281,49.047543,"",T,https://morningconsult.com/form/global-leader-approval/,76553,145977,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/24/2021,9/27/2021,Morning Consult,B,2200,a,.1362348,.09213118,48,46,46.519281,48.047543,"","",https://morningconsult.com/2021/10/01/health-tech-tracking-apps-data-privacy-poll/,76468,146019,10/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/26/2021,9/28/2021,YouGov,B+,1500,a,1.1607542,.86069871,40,49,41.398738,48.327638,"","",https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76511,145871,9/29/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/27/2021,9/29/2021,Morning Consult,B,2200,a,.16871301,.13490958,49,46,47.519281,48.047543,"","",https://morningconsult.com/2021/10/01/iatse-hollywood-strike-poll/,76582,146020,10/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/29/2021,9/30/2021,Ipsos,B-,1005,a,.86331287,.81042815,46,50,44.7689,49.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-09/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2009%2030%202021.pdf,76579,146014,9/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,9/29/2021,10/2/2021,IBD/TIPP,A+,1308,a,2.426711,2.426711,44,40,44.218712,43.213498,"","",https://www.investors.com/politics/president-joe-biden-job-approval-stabilizes-but-not-among-this-group-ibd-tipp-poll/,76607,146061,10/4/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/19/2021,1/21/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.33818752,0,48,45,50.743088,39.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74247,139395,1/22/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/20/2021,1/21/2021,Morning Consult,B,1993,rv,.22126285,0,56,31,54.108413,31.868614,"","",https://assets.morningconsult.com/wp-uploads/2021/01/21155806/210166_crosstabs_MC_WASHINGTON_RVs_v2.pdf,74246,139394,1/22/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/20/2021,1/21/2021,Ipsos,B-,950,rv,1.199961,0,57,32,56.39476,32.613382,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139405,1/22/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/20/2021,1/22/2021,Morning Consult,B,9000,rv,.66611997,0,54,31,52.108413,31.868614,"",T,https://morningconsult.com/2021/02/03/biden-job-approval-executive-orders/,74273,139578,2/3/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/20/2021,1/24/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.1776436,0,48,47,50.743088,41.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74249,139406,1/25/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/21/2021,1/23/2021,RMG Research,B-,1200,rv,.8806739,0,58,32,57.177267,33.370404,"","",https://justthenews.com/politics-policy/polling/poll-nearly-third-voters-disapprove-bidens-job-performance-so-far,74270,139489,1/28/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/21/2021,1/22/2021,HarrisX,B+,941,rv,1.041367,0,63,37,58.925213,38.356807,"","",https://thehill.com/hilltv/what-americas-thinking/535742-poll-president-bidens-first-approval-of-his-term-at-63-percent,74256,139422,1/25/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/22/2021,1/24/2021,Morning Consult,B,11444,rv,1.1650571,0,56,34,54.108413,34.868614,"",T,https://morningconsult.com/2021/01/25/morning-consult-political-intelligence-biden-job-approval-polling/,74257,139423,1/25/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/21/2021,1/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.50167279,0,48,47,50.743088,41.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74259,139428,1/26/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/20/2021,1/26/2021,Echelon Insights,B/C,1006,rv,1.1879702,0,55,33,54.385432,32.777628,"","",https://echeloninsights.com/in-the-news/january-omnibus-biden-administration/,74329,139616,2/3/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/21/2021,1/24/2021,Monmouth University,A,736,rv,1.414909,0,54,31,54.767398,31.093303,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139457,1/27/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/22/2021,1/25/2021,Data for Progress,B,1164,lv,1.4552095,0,57,36,56.170194,35.687549,"","",https://www.dataforprogress.org/blog/2021/1/28/fifty-seven-percent-of-voters-approve-of-biden-in-his-first-week-as-president,74271,139490,1/28/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/22/2021,1/25/2021,Morning Consult,B,1990,rv,.20496355,0,59,32,57.108413,32.868614,"","",https://assets.morningconsult.com/wp-uploads/2021/01/27081057/210182_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74264,139461,1/27/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/24/2021,1/26/2021,YouGov,B+,1245,rv,1.3276459,0,52,36,53.420901,35.160751,"","",https://docs.cdn.yougov.com/ld46rgtdlz/econTabReport.pdf,74262,139435,1/27/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/24/2021,1/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.25591397,0,48,48,50.743088,42.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74261,139433,1/27/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/25/2021,1/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.24753628,0,49,48,51.743088,42.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74268,139483,1/28/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/24/2021,1/27/2021,Marist College,A,1153,rv,2.003363,0,50,36,51.027354,35.615118,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/02/Marist-Poll_USA-NOS-and-Tables_202101281213-1.pdf#page=3,74320,139559,2/1/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/26/2021,1/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.240225,0,50,45,52.743088,39.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74290,139515,1/29/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/27/2021,1/29/2021,IBD/TIPP,A+,1002,rv,1.9453046,0,58,29,56.115802,32.75611,"","",https://www.investors.com/politics/joe-biden-job-approval-enjoys-honeymoon-vs-donald-trump-ibd-tipp-poll/,74321,139561,2/1/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/28/2021,1/30/2021,RMG Research,B-,1200,rv,.73682805,0,58,35,57.177267,36.370404,"","",https://scottrasmussen.com/biden-job-approval-60/,74355,139680,2/9/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/28/2021,1/29/2021,HarrisX,B+,945,rv,.89467309,0,61,39,56.925213,40.356807,"","",https://thehill.com/hilltv/what-americas-thinking/536809-poll-biden-approval-dips-to-61-percent,74322,139562,2/1/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/27/2021,1/31/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.13780096,0,49,46,51.743088,40.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74293,139520,2/1/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/29/2021,1/29/2021,John Zogby Strategies/EMI Research Solutions,B/C,841,lv,1.1150749,0,56.1,36.4,54.825349,36.607953,"","",https://johnzogbystrategies.com/wp-content/uploads/2021/02/Crosstabs-Voters-012921.pdf,74326,139569,2/2/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/28/2021,2/1/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.40436588,0,51,45,53.743088,39.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74325,139568,2/2/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/28/2021,2/1/2021,Quinnipiac University,A-,983,rv,1.4484617,0,50,36,51.892624,35.814862,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3688,74334,139850,2/19/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/27/2021,2/1/2021,Global Strategy Group/GBAO (Navigator Research),B/C,1005,rv,.91595682,0,53,39,52.630506,38.424093,"","",https://navigatorresearch.org/wp-content/uploads/2021/02/Navigator-Topline-02.02.21.pdf,74324,139564,2/2/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/30/2021,2/1/2021,Morning Consult,B,9000,rv,1.066036,0,56,37,54.108413,37.868614,"",T,https://morningconsult.com/2021/02/03/biden-job-approval-executive-orders/,74331,139577,2/3/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/29/2021,2/1/2021,Morning Consult,B,1986,rv,.23523862,0,58,35,56.108413,35.868614,"","",https://assets.morningconsult.com/wp-uploads/2021/02/03074817/2101110_crosstabs_POLITICO_RVs_v1.pdf,74330,139576,2/3/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/31/2021,2/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21940877,0,51,47,53.743088,41.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74333,139595,2/3/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,1/31/2021,2/2/2021,YouGov,B+,1272,rv,1.1676039,0,50,40,51.420901,39.160751,"","",https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf,74332,139594,2/3/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,2/1/2021,2/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21793511,0,52,46,54.743088,40.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74338,139642,2/4/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,2/2/2021,2/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.21648187,0,49,48,51.743088,42.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74347,139654,2/5/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,2/3/2021,2/7/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.1281564,0,50,47,52.743088,41.240306,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74349,139669,2/8/2021,12:13:14  4 Oct 2021
Joseph R. Biden Jr.,Voters,10/4/2021,2/4/2021,2/6/2021,RMG Research,B-,1200,rv,.69621914,0,60,32,59.177267,33.370404,"","",https://scottrasmussen.com/biden-job-approval-60/,74354,139679,2/9/2021,12:13:14  4 Oct 2021
